Item,condition,Sentence,Response,part of speech,interpretation,note
104,NPS,+ + + The boy found the chicken ...,at refrigerator,PP,ambig,
104,NPS,+ + + The boy found the chicken ...,safe,adv,NP,
104,NPS,+ + + The boy found the chicken ...,piece,compound,ambig,
104,NPS,+ + + The boy found the chicken ...,under,PP,ambig,
105,NPS,+ + + The new doctor demonstrated the operation ...,worked,VP,S,
105,NPS,+ + + The new doctor demonstrated the operation ...,could be easily done,VP,S,
105,NPS,+ + + The new doctor demonstrated the operation ...,successful,ungram,NA,
105,NPS,+ + + The new doctor demonstrated the operation ...,process,compound,ambig,
105,NPS,+ + + The new doctor demonstrated the operation ...,perfectly,adv,ambig,
105,NPS,+ + + The new doctor demonstrated the operation ...,time,compound,ambig,
105,NPS,+ + + The new doctor demonstrated the operation ...,smoothly,adv,ambig,
105,NPS,+ + + The new doctor demonstrated the operation ...,theator,ungram,NA,
105,NPS,+ + + The new doctor demonstrated the operation ...,too fast,adv,NP,
105,NPS,+ + + The new doctor demonstrated the operation ...,theater,compound,ambig,
105,NPS,+ + + The new doctor demonstrated the operation ...,docter operation,ungram,NA,
105,NPS,+ + + The new doctor demonstrated the operation ...,for other practice surgeons,PP,NP,
105,NPS,+ + + The new doctor demonstrated the operation ...,to the students,PP,NP,
105,NPS,+ + + The new doctor demonstrated the operation ...,with,PP,ambig,
105,NPS,+ + + The new doctor demonstrated the operation ...,steps,compound,ambig,
106,NPS,+ + + The professor noticed the grant ...,available,adv,ambig,
106,NPS,+ + + The professor noticed the grant ...,missing,reduced relative,ambig,
106,NPS,+ + + The professor noticed the grant ...,tecnology,compound,ambig,
106,NPS,+ + + The professor noticed the grant ...,was unfilled,VP,S,
106,NPS,+ + + The professor noticed the grant ...,was revoked,VP,S,
106,NPS,+ + + The professor noticed the grant ...,goal,compound,ambig,
106,NPS,+ + + The professor noticed the grant ...,words,compound,ambig,
106,NPS,+ + + The professor noticed the grant ...,fees,compound,ambig,
106,NPS,+ + + The professor noticed the grant ...,had expired,VP,S,
106,NPS,+ + + The professor noticed the grant ...,from,PP,ambig,
106,NPS,+ + + The professor noticed the grant ...,machinery,compound,ambig,
106,NPS,+ + + The professor noticed the grant ...,for,PP,ambig,
106,NPS,+ + + The professor noticed the grant ...,was low,VP,S,
106,NPS,+ + + The professor noticed the grant ...,noticed,ungram,NA,
106,NPS,+ + + The professor noticed the grant ...,finale,ungram,NA,
106,NPS,+ + + The professor noticed the grant ...,on,PP,ambig,
106,NPS,+ + + The professor noticed the grant ...,is not being distributed yet,VP,S,
106,NPS,+ + + The professor noticed the grant ...,event,compound,ambig,
107,NPS,+ + + The technician reported the service ...,worked,VP,S,
107,NPS,+ + + The technician reported the service ...,the,ungram,NA,
107,NPS,+ + + The technician reported the service ...,failure,compound,ambig,
107,NPS,+ + + The technician reported the service ...,fixed,VP,S,
107,NPS,+ + + The technician reported the service ...,broken,reduced relative,ambig,
107,NPS,+ + + The technician reported the service ...,was working,VP,S,
107,NPS,+ + + The technician reported the service ...,failed,VP,S,
107,NPS,+ + + The technician reported the service ...,would be out for a while,VP,S,
107,NPS,+ + + The technician reported the service ...,of his work,PP,ambig,
107,NPS,+ + + The technician reported the service ...,poor,ungram,NA,
107,NPS,+ + + The technician reported the service ...,completion,compound,ambig,
107,NPS,+ + + The technician reported the service ...,were,VP(ungram),NA,
107,NPS,+ + + The technician reported the service ...,faulty,ungram,NA,
107,NPS,+ + + The technician reported the service ...,immediately,adv,ambig,
108,NPS,+ + + The mechanic observed the truck ...,sputter,VP,S,
108,NPS,+ + + The mechanic observed the truck ...,parked on the road,reduced relative,ambig,
108,NPS,+ + + The mechanic observed the truck ...,needs a oil change,VP,S,
108,NPS,+ + + The mechanic observed the truck ...,again,adv,NP,
108,NPS,+ + + The mechanic observed the truck ...,stalling,reduced relative,ambig,
108,NPS,+ + + The mechanic observed the truck ...,well,adv,NP,
108,NPS,+ + + The mechanic observed the truck ...,leaving,reduced relative,ambig,
108,NPS,+ + + The mechanic observed the truck ...,overheating,reduced relative,ambig,
108,NPS,+ + + The mechanic observed the truck ...,as,PP,NP,
108,NPS,+ + + The mechanic observed the truck ...,mistake,ungram,NA,
108,NPS,+ + + The mechanic observed the truck ...,tire,compound,ambig,
108,NPS,+ + + The mechanic observed the truck ...,into the garden,ungram,NA,
108,NPS,+ + + The mechanic observed the truck ...,tires,compound,ambig,
108,NPS,+ + + The mechanic observed the truck ...,stopping,reduced relative,ambig,
108,NPS,+ + + The mechanic observed the truck ...,sound,compound,ambig,
108,NPS,+ + + The mechanic observed the truck ...,truded,ungram,NA,
108,NPS,+ + + The mechanic observed the truck ...,malfunction,compound,ambig,
108,NPS,+ + + The mechanic observed the truck ...,brake,compound,ambig,
108,NPS,+ + + The mechanic observed the truck ...,to estimated the price,ungram,NA,
108,NPS,+ + + The mechanic observed the truck ...,crash,compound,ambig,
108,NPS,+ + + The mechanic observed the truck ...,was,VP,S,
108,NPS,+ + + The mechanic observed the truck ...,turn,ungram,NA,
108,NPS,+ + + The mechanic observed the truck ...,operation,compound,ambig,
108,NPS,+ + + The mechanic observed the truck ...,parked,reduced relative,ambig,
108,NPS,+ + + The mechanic observed the truck ...,and it s wheels,compound,ambig,
109,NPS,+ + + The guitarist knew the song ...,that,relative clause,ambig,
109,NPS,+ + + The guitarist knew the song ...,very nice,ungram,NA,
109,NPS,+ + + The guitarist knew the song ...,tacitly,adv,ambig,
109,NPS,+ + + The guitarist knew the song ...,very well,adv,NP,
109,NPS,+ + + The guitarist knew the song ...,better,adv,NP,
109,NPS,+ + + The guitarist knew the song ...,was popular,VP,S,
109,NPS,+ + + The guitarist knew the song ...,forward,ungram,NA,
109,NPS,+ + + The guitarist knew the song ...,melody,compound,ambig,
109,NPS,+ + + The guitarist knew the song ...,inside,adv,ambig,
109,NPS,+ + + The guitarist knew the song ...,remarkably,adv,ambig,
109,NPS,+ + + The guitarist knew the song ...,he,relative clause,ambig,
109,NPS,+ + + The guitarist knew the song ...,verbatim,adv,NP,
109,NPS,+ + + The guitarist knew the song ...,how to play,ungram,NA,
109,NPS,+ + + The guitarist knew the song ...,headphone,ungram,NA,
109,NPS,+ + + The guitarist knew the song ...,which,relative clause,ambig,
109,NPS,+ + + The guitarist knew the song ...,and lyrics,compound,ambig,
110,NPS,+ + + The athlete revealed the bonus ...,of staffs,PP,ambig,
110,NPS,+ + + The athlete revealed the bonus ...,points,compound,ambig,
110,NPS,+ + + The athlete revealed the bonus ...,yesterday,adv,ambig,
110,NPS,+ + + The athlete revealed the bonus ...,to his agent,PP,NP,
110,NPS,+ + + The athlete revealed the bonus ...,structure,compound,ambig,
110,NPS,+ + + The athlete revealed the bonus ...,paid,reduced relative,ambig,
110,NPS,+ + + The athlete revealed the bonus ...,footage,compound,ambig,
110,NPS,+ + + The athlete revealed the bonus ...,wasn t,VP,S,
110,NPS,+ + + The athlete revealed the bonus ...,earned,reduced relative,ambig,
110,NPS,+ + + The athlete revealed the bonus ...,proudly,adv,ambig,
110,NPS,+ + + The athlete revealed the bonus ...,was big,VP,S,
110,NPS,+ + + The athlete revealed the bonus ...,to give,CP,ambig,
110,NPS,+ + + The athlete revealed the bonus ...,track,compound,ambig,
111,NPS,+ + + The nurturing journalist claimed the job ...,was easy to do,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,today,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,about,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,satisfying,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,market,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,back,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,now,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,with great deal,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,hard,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,role,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,claimed a job,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,helped,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,without,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,an essential one for career,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,was too hard,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,tough,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,as,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,complete,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,from the advertisement,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,was fake,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,was hard,,,
111,NPS,+ + + The nurturing journalist claimed the job ...,of others,,,
112,NPS,+ + + The assistant manager discovered the training ...,guide,compound,ambig,
112,NPS,+ + + The assistant manager discovered the training ...,ground,compound,ambig,
112,NPS,+ + + The assistant manager discovered the training ...,good,ungram,NA,
112,NPS,+ + + The assistant manager discovered the training ...,students,compound,ambig,
112,NPS,+ + + The assistant manager discovered the training ...,videos,compound,ambig,
112,NPS,+ + + The assistant manager discovered the training ...,bed,compound,ambig,
112,NPS,+ + + The assistant manager discovered the training ...,employees,compound,ambig,
112,NPS,+ + + The assistant manager discovered the training ...,flaw,compound,ambig,
112,NPS,+ + + The assistant manager discovered the training ...,team did not know how to train,VP,S,
112,NPS,+ + + The assistant manager discovered the training ...,records,compound,ambig,
112,NPS,+ + + The assistant manager discovered the training ...,interactive,ungram,NA,
112,NPS,+ + + The assistant manager discovered the training ...,course,compound,ambig,
112,NPS,+ + + The assistant manager discovered the training ...,method,compound,ambig,
112,NPS,+ + + The assistant manager discovered the training ...,training,ungram,NA,
112,NPS,+ + + The assistant manager discovered the training ...,period,compound,ambig,
112,NPS,+ + + The assistant manager discovered the training ...,simulation,compound,ambig,
112,NPS,+ + + The assistant manager discovered the training ...,and appointment,compound,ambig,
113,NPS,+ + + The mayor showed the document ...,to the peoples,PP,NP,
113,NPS,+ + + The mayor showed the document ...,completely,adv,ambig,
113,NPS,+ + + The mayor showed the document ...,to the aldermen,PP,NP,
113,NPS,+ + + The mayor showed the document ...,openly,adv,ambig,
113,NPS,+ + + The mayor showed the document ...,everywhere,adv,NP,
113,NPS,+ + + The mayor showed the document ...,to the people,PP,NP,
113,NPS,+ + + The mayor showed the document ...,tirelessly,adv,ambig,
113,NPS,+ + + The mayor showed the document ...,quickly,adv,ambig,
113,NPS,+ + + The mayor showed the document ...,to the lawyer,PP,NP,
113,NPS,+ + + The mayor showed the document ...,to the officer,PP,NP,
113,NPS,+ + + The mayor showed the document ...,game,ungram,NA,
113,NPS,+ + + The mayor showed the document ...,now,adv,ambig,
113,NPS,+ + + The mayor showed the document ...,yesterday,adv,ambig,
114,NPS,+ + + The millionaire mentioned the lease ...,expiration,compound,ambig,
114,NPS,+ + + The millionaire mentioned the lease ...,was expired,VP,S,
114,NPS,+ + + The millionaire mentioned the lease ...,will end by the end of the month,VP,S,
114,NPS,+ + + The millionaire mentioned the lease ...,ran,VP,S,
114,NPS,+ + + The millionaire mentioned the lease ...,again,adv,NP,
114,NPS,+ + + The millionaire mentioned the lease ...,house,compound,ambig,
114,NPS,+ + + The millionaire mentioned the lease ...,selfishly,adv,ambig,
114,NPS,+ + + The millionaire mentioned the lease ...,amount,compound,ambig,
114,NPS,+ + + The millionaire mentioned the lease ...,deal,compound,ambig,
114,NPS,+ + + The millionaire mentioned the lease ...,with business,ungram,NA,
114,NPS,+ + + The millionaire mentioned the lease ...,car value,compound,ambig,
114,NPS,+ + + The millionaire mentioned the lease ...,expires,VP,S,
114,NPS,+ + + The millionaire mentioned the lease ...,stated,VP,S,
114,NPS,+ + + The millionaire mentioned the lease ...,will be for few years,VP,S,
114,NPS,+ + + The millionaire mentioned the lease ...,on,PP,ambig,
114,NPS,+ + + The millionaire mentioned the lease ...,after,PP,NP,
114,NPS,+ + + The millionaire mentioned the lease ...,agent,compound,ambig,
114,NPS,+ + + The millionaire mentioned the lease ...,time,compound,ambig,
114,NPS,+ + + The millionaire mentioned the lease ...,one lie,ungram,NA,
114,NPS,+ + + The millionaire mentioned the lease ...,time period,compound,ambig,
115,NPS,+ + + The engineer maintained the equipment ...,wonderfully,adv,ambig,
115,NPS,+ + + The engineer maintained the equipment ...,to,PP,NP,
115,NPS,+ + + The engineer maintained the equipment ...,which,relative clause,ambig,
115,NPS,+ + + The engineer maintained the equipment ...,in his hand,PP,NP,
115,NPS,+ + + The engineer maintained the equipment ...,tirelessly,adv,NP,
115,NPS,+ + + The engineer maintained the equipment ...,promptly,adv,ambig,
115,NPS,+ + + The engineer maintained the equipment ...,properly,adv,ambig,
115,NPS,+ + + The engineer maintained the equipment ...,on a regular basis,PP,NP,
115,NPS,+ + + The engineer maintained the equipment ...,was,VP,S,
115,NPS,+ + + The engineer maintained the equipment ...,all,ungram,NA,
115,NPS,+ + + The engineer maintained the equipment ...,quality,compound,ambig,
115,NPS,+ + + The engineer maintained the equipment ...,failure,compound,ambig,
115,NPS,+ + + The engineer maintained the equipment ...,very well,adv,NP,
115,NPS,+ + + The engineer maintained the equipment ...,adjective,ungram,NA,
115,NPS,+ + + The engineer maintained the equipment ...,during,PP,NP,
115,NPS,+ + + The engineer maintained the equipment ...,correctly,adv,ambig,
116,NPS,+ + + The little girl found the lamb ...,in a beach,PP,ambig,
116,NPS,+ + + The little girl found the lamb ...,injured,reduced relative ,ambig,
116,NPS,+ + + The little girl found the lamb ...,hiding,reduced relative ,ambig,
116,NPS,+ + + The little girl found the lamb ...,adorable,adj,NP,
116,NPS,+ + + The little girl found the lamb ...,at,PP,ambig,
116,NPS,+ + + The little girl found the lamb ...,lost,reduced relative ,ambig,
116,NPS,+ + + The little girl found the lamb ...,on,PP,ambig,
116,NPS,+ + + The little girl found the lamb ...,on the ground,PP,ambig,
116,NPS,+ + + The little girl found the lamb ...,under,PP,ambig,
116,NPS,+ + + The little girl found the lamb ...,chop,compound,ambig,
116,NPS,+ + + The little girl found the lamb ...,safe,adj,NP,
116,NPS,+ + + The little girl found the lamb ...,at the farm,PP,ambig,
116,NPS,+ + + The little girl found the lamb ...,dead,adj,NP,
116,NPS,+ + + The little girl found the lamb ...,under the water,PP,ambig,
116,NPS,+ + + The little girl found the lamb ...,on the road,PP,ambig,
116,NPS,+ + + The little girl found the lamb ...,wool,compound,ambig,
116,NPS,+ + + The little girl found the lamb ...,and,conj,ambig,
117,NPS,+ + + The yoga instructor demonstrated the position ...,deftly,adv,ambig,
117,NPS,+ + + The yoga instructor demonstrated the position ...,to strengthen your back,CP,ambig,
117,NPS,+ + + The yoga instructor demonstrated the position ...,very well,adv,NP,
117,NPS,+ + + The yoga instructor demonstrated the position ...,by,PP,ambig,
117,NPS,+ + + The yoga instructor demonstrated the position ...,efficiently,adv,ambig,
117,NPS,+ + + The yoga instructor demonstrated the position ...,effortlessly,adv,ambig,
117,NPS,+ + + The yoga instructor demonstrated the position ...,known,reduced relative,ambig,
117,NPS,+ + + The yoga instructor demonstrated the position ...,strongly,adv,ambig,
117,NPS,+ + + The yoga instructor demonstrated the position ...,person,ungram,NA,
117,NPS,+ + + The yoga instructor demonstrated the position ...,to student,PP,NP,
117,NPS,+ + + The yoga instructor demonstrated the position ...,the yoga,ungram,NA,
117,NPS,+ + + The yoga instructor demonstrated the position ...,flawlessy,adv,NP,
117,NPS,+ + + The yoga instructor demonstrated the position ...,gracefully,adv,NP,
117,NPS,+ + + The yoga instructor demonstrated the position ...,very carefully,adv,NP,
117,NPS,+ + + The yoga instructor demonstrated the position ...,to the students,PP,NP,
117,NPS,+ + + The yoga instructor demonstrated the position ...,skillfully,adv,NP,
117,NPS,+ + + The yoga instructor demonstrated the position ...,clearly,adv,ambig,
117,NPS,+ + + The yoga instructor demonstrated the position ...,of the yoga,PP,ambig,
118,NPS,+ + + The governor noticed the contract ...,late,adv,NP,
118,NPS,+ + + The governor noticed the contract ...,with offecer,PP,ambig,
118,NPS,+ + + The governor noticed the contract ...,on,PP,ambig,
118,NPS,+ + + The governor noticed the contract ...,missing,reduced relative,ambig,
118,NPS,+ + + The governor noticed the contract ...,null,ungram,NA,
118,NPS,+ + + The governor noticed the contract ...,was unsigned,VP,S,
118,NPS,+ + + The governor noticed the contract ...,was not signed,VP,S,
118,NPS,+ + + The governor noticed the contract ...,failure,compound,ambig,
118,NPS,+ + + The governor noticed the contract ...,need to change terms,VP(ungram),NA,
118,NPS,+ + + The governor noticed the contract ...,heading,compound,ambig,
118,NPS,+ + + The governor noticed the contract ...,signatories,compound,ambig,
118,NPS,+ + + The governor noticed the contract ...,voided,ungram,NA,
118,NPS,+ + + The governor noticed the contract ...,signatures,compound,ambig,
118,NPS,+ + + The governor noticed the contract ...,error,compound,ambig,
118,NPS,+ + + The governor noticed the contract ...,wasn t,VP,S,
118,NPS,+ + + The governor noticed the contract ...,clause,compound,ambig,
118,NPS,+ + + The governor noticed the contract ...,agreement,compound,ambig,
118,NPS,+ + + The governor noticed the contract ...,governar,ungram,NA,
118,NPS,+ + + The governor noticed the contract ...,money,compound,ambig,
118,NPS,+ + + The governor noticed the contract ...,sitting,reduced relative,ambig,
118,NPS,+ + + The governor noticed the contract ...,has been terminated,VP,S,
118,NPS,+ + + The governor noticed the contract ...,and rules,compound,ambig,
119,NPS,+ + + The patient reported the treatment ...,to relations,PP,NP,
119,NPS,+ + + The patient reported the treatment ...,was ineffective,VP,S,
119,NPS,+ + + The patient reported the treatment ...,wasn t,VP,S,
119,NPS,+ + + The patient reported the treatment ...,procedure,compound,ambig,
119,NPS,+ + + The patient reported the treatment ...,over,adv,NP,
119,NPS,+ + + The patient reported the treatment ...,late,adv,NP,
119,NPS,+ + + The patient reported the treatment ...,didn t,VP,S,
119,NPS,+ + + The patient reported the treatment ...,was unfair,VP,S,
119,NPS,+ + + The patient reported the treatment ...,when,conj,NP,
119,NPS,+ + + The patient reported the treatment ...,as,PP,NP,
119,NPS,+ + + The patient reported the treatment ...,working,reduced relative,ambig,
119,NPS,+ + + The patient reported the treatment ...,effective,ungram,NA,
119,NPS,+ + + The patient reported the treatment ...,was stress inducing,VP,S,
119,NPS,+ + + The patient reported the treatment ...,done to the patient,reduced relative,ambig,
119,NPS,+ + + The patient reported the treatment ...,was perfect,VP,S,
119,NPS,+ + + The patient reported the treatment ...,cost,compound,ambig,
119,NPS,+ + + The patient reported the treatment ...,and,compound,ambig,
119,NPS,+ + + The patient reported the treatment ...,not,compound,ambig,
119,NPS,+ + + The patient reported the treatment ...,positively,adv,ambig,
120,NPS,+ + + The operator observed the machine ...,failure,compound,ambig,
120,NPS,+ + + The operator observed the machine ...,in full action mode,PP,ambig,
120,NPS,+ + + The operator observed the machine ...,was rattling loudly,VP,S,
120,NPS,+ + + The operator observed the machine ...,learning,reduced relative/compound,ambig,
120,NPS,+ + + The operator observed the machine ...,properly,adv,ambig,
120,NPS,+ + + The operator observed the machine ...,well,adv,NP,
120,NPS,+ + + The operator observed the machine ...,whir,compound,ambig,
120,NPS,+ + + The operator observed the machine ...,malfunctioning,reduced relative,ambig,
120,NPS,+ + + The operator observed the machine ...,part,compound,ambig,
120,NPS,+ + + The operator observed the machine ...,battery,compound,ambig,
120,NPS,+ + + The operator observed the machine ...,services,compound,ambig,
120,NPS,+ + + The operator observed the machine ...,run,VP(ungram),NA,
120,NPS,+ + + The operator observed the machine ...,the operate obseved,ungram,NA,
120,NPS,+ + + The operator observed the machine ...,ring,compound,ambig,
120,NPS,+ + + The operator observed the machine ...,carryout,compound,ambig,
120,NPS,+ + + The operator observed the machine ...,explode,VP(ungram),NA,
120,NPS,+ + + The operator observed the machine ...,broke it,VP,S,
120,NPS,+ + + The operator observed the machine ...,breaking,reduced relative,ambig,
120,NPS,+ + + The operator observed the machine ...,making,reduced relative,ambig,
120,NPS,+ + + The operator observed the machine ...,broke,VP,S,
120,NPS,+ + + The operator observed the machine ...,as,PP,NP,
120,NPS,+ + + The operator observed the machine ...,working or not,ungram,NA,
120,NPS,+ + + The operator observed the machine ...,fuction,compound,ambig,
120,NPS,+ + + The operator observed the machine ...,performance,compound,ambig,
121,NPS,+ + + The dancer knew the ballet ...,would,VP,NP,
121,NPS,+ + + The dancer knew the ballet ...,nice,ungram,NA,
121,NPS,+ + + The dancer knew the ballet ...,reticle,compound,ambig,
121,NPS,+ + + The dancer knew the ballet ...,rehearsal,compound,ambig,
121,NPS,+ + + The dancer knew the ballet ...,good,ungram,NA,
121,NPS,+ + + The dancer knew the ballet ...,manager,compound,ambig,
121,NPS,+ + + The dancer knew the ballet ...,program,compound,ambig,
121,NPS,+ + + The dancer knew the ballet ...,dancers,compound,ambig,
121,NPS,+ + + The dancer knew the ballet ...,director,compound,ambig,
121,NPS,+ + + The dancer knew the ballet ...,fully,adv,ambig,
121,NPS,+ + + The dancer knew the ballet ...,score,compound,ambig,
121,NPS,+ + + The dancer knew the ballet ...,very well,adv,NP,
121,NPS,+ + + The dancer knew the ballet ...,about,PP,ambig,
121,NPS,+ + + The dancer knew the ballet ...,from,PP,ambig,
121,NPS,+ + + The dancer knew the ballet ...,routines pretty good,adv,NP,
121,NPS,+ + + The dancer knew the ballet ...,with,PP,ambig,
121,NPS,+ + + The dancer knew the ballet ...,to perform well,CP,NP,
122,NPS,+ + + The contestant revealed the money ...,was in the first box,VP,S,
122,NPS,+ + + The contestant revealed the money ...,left,VP,S,amb
122,NPS,+ + + The contestant revealed the money ...,belt,compound,ambig,
122,NPS,+ + + The contestant revealed the money ...,because,conj,NP,
122,NPS,+ + + The contestant revealed the money ...,stolen,reduced relative,ambig,
122,NPS,+ + + The contestant revealed the money ...,he won,relative clause,ambig,
122,NPS,+ + + The contestant revealed the money ...,winner,compound,ambig,
122,NPS,+ + + The contestant revealed the money ...,wasn t,VP,S,
122,NPS,+ + + The contestant revealed the money ...,is,VP,S,
122,NPS,+ + + The contestant revealed the money ...,in,PP,ambig,
122,NPS,+ + + The contestant revealed the money ...,excitedly,adv,NP,
122,NPS,+ + + The contestant revealed the money ...,was fake,VP,S,
122,NPS,+ + + The contestant revealed the money ...,and,compound,ambig,
122,NPS,+ + + The contestant revealed the money ...,to win,CP,ambig,
122,NPS,+ + + The contestant revealed the money ...,paid,reduced relative,ambig,
122,NPS,+ + + The contestant revealed the money ...,limit,compound,ambig,
122,NPS,+ + + The contestant revealed the money ...,burned,VP,S,
122,NPS,+ + + The contestant revealed the money ...,lately,adv,ambig,
123,NPS,+ + + The new chef claimed the restaurant ...,failed,VP,S,
123,NPS,+ + + The new chef claimed the restaurant ...,was closed,VP,S,
123,NPS,+ + + The new chef claimed the restaurant ...,is bad,VP,S,
123,NPS,+ + + The new chef claimed the restaurant ...,cheated,VP,S,
123,NPS,+ + + The new chef claimed the restaurant ...,award,compound,ambig,
123,NPS,+ + + The new chef claimed the restaurant ...,success,compound,ambig,
123,NPS,+ + + The new chef claimed the restaurant ...,offered,VP,S,amb
123,NPS,+ + + The new chef claimed the restaurant ...,performance,compound,ambig,
123,NPS,+ + + The new chef claimed the restaurant ...,stank,VP,S,amb
123,NPS,+ + + The new chef claimed the restaurant ...,refused,VP,S,amb
123,NPS,+ + + The new chef claimed the restaurant ...,meal,compound,ambig,
123,NPS,+ + + The new chef claimed the restaurant ...,opened,VP,S,
123,NPS,+ + + The new chef claimed the restaurant ...,food,compound,ambig,
123,NPS,+ + + The new chef claimed the restaurant ...,step,compound,ambig,
123,NPS,+ + + The new chef claimed the restaurant ...,needed,VP,S,amb
123,NPS,+ + + The new chef claimed the restaurant ...,bill,compound,ambig,
123,NPS,+ + + The new chef claimed the restaurant ...,the chief,ungram,NA,
123,NPS,+ + + The new chef claimed the restaurant ...,was amazing,VP,S,
123,NPS,+ + + The new chef claimed the restaurant ...,authentic,ungram,NA,
123,NPS,+ + + The new chef claimed the restaurant ...,an authentic one,ungram,NA,
123,NPS,+ + + The new chef claimed the restaurant ...,made the best food,VP,S,
123,NPS,+ + + The new chef claimed the restaurant ...,has,VP,S,
123,NPS,+ + + The new chef claimed the restaurant ...,wasn t,VP,S,
123,NPS,+ + + The new chef claimed the restaurant ...,yesterday,adv,NP,
123,NPS,+ + + The new chef claimed the restaurant ...,is going to close,VP,S,
123,NPS,+ + + The new chef claimed the restaurant ...,timings,compound,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,cover,compound,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,open,ungram,NA,
124,NPS,+ + + The apprentice baker discovered the oven ...,cooking,reduced relative,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,on,PP,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,knob,compound,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,malfuncton,compound,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,had,VP,S,
124,NPS,+ + + The apprentice baker discovered the oven ...,was too hot,VP,S,
124,NPS,+ + + The apprentice baker discovered the oven ...,aflame,adj,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,problem,compound,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,hot,ungram,NA,
124,NPS,+ + + The apprentice baker discovered the oven ...,burning,reduced relative,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,controls,compound,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,warming,reduced relative,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,was not working,VP,S,
124,NPS,+ + + The apprentice baker discovered the oven ...,bust,compound,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,fire,compound,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,ajar,adj,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,burnt,reduced relative,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,light,compound,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,heat,compound,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,overheated,VP,S,amb
124,NPS,+ + + The apprentice baker discovered the oven ...,is broken,VP,S,
124,NPS,+ + + The apprentice baker discovered the oven ...,in,PP,ambig,
124,NPS,+ + + The apprentice baker discovered the oven ...,and cake,compound,ambig,
101,NPS,+ + + The suspect showed the file ...,which,relative clause,ambig,
101,NPS,+ + + The suspect showed the file ...,contents,compound,ambig,
101,NPS,+ + + The suspect showed the file ...,read,reduced relative,ambig,
101,NPS,+ + + The suspect showed the file ...,file,ungram,NA,
101,NPS,+ + + The suspect showed the file ...,hidden,reduced relative,ambig,
101,NPS,+ + + The suspect showed the file ...,which is missionary probes,relative clause,ambig,
101,NPS,+ + + The suspect showed the file ...,document,compound,ambig,
101,NPS,+ + + The suspect showed the file ...,details,compound,ambig,
101,NPS,+ + + The suspect showed the file ...,no,ungram,NA,
101,NPS,+ + + The suspect showed the file ...,to the lawyer,PP,NP,
101,NPS,+ + + The suspect showed the file ...,to his assistant,PP,NP,
101,NPS,+ + + The suspect showed the file ...,first,adv,NP,
101,NPS,+ + + The suspect showed the file ...,server,compound,ambig,
101,NPS,+ + + The suspect showed the file ...,the suspect showed the file,ungram,NA,
101,NPS,+ + + The suspect showed the file ...,the bottom,ungram,NA,
101,NPS,+ + + The suspect showed the file ...,for work,PP,ambig,
102,NPS,+ + + The corrupt politician mentioned the bill ...,number,compound,ambig,
102,NPS,+ + + The corrupt politician mentioned the bill ...,paper,compound,ambig,
102,NPS,+ + + The corrupt politician mentioned the bill ...,of his property,PP,ambig,
102,NPS,+ + + The corrupt politician mentioned the bill ...,is very high,VP,S,
102,NPS,+ + + The corrupt politician mentioned the bill ...,previously,adv,ambig,
102,NPS,+ + + The corrupt politician mentioned the bill ...,spent,reduced relative,ambig,
102,NPS,+ + + The corrupt politician mentioned the bill ...,illegally,adv,ambig,
102,NPS,+ + + The corrupt politician mentioned the bill ...,work,ungram,NA,
